Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
Gwalior,1974,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1975,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1976,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1977,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1978,25.4,31.8,18.8,-,-,56,0,34,6,0,0
Gwalior,1979,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1980,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1981,25.8,-,19.0,-,3.9,48,0,24,6,0,0
Gwalior,1982,-,-,-,-,-,70,0,48,15,1,0
Gwalior,1983,24.5,31.1,17.5,1218.44,4.0,65,1,61,18,0,0
Gwalior,1984,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1985,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1986,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1987,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1988,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1989,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1990,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1991,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1992,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1993,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1994,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1995,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1996,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1997,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1998,-,-,-,-,-,-,-,-,-,-,-
Gwalior,1999,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2000,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2001,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2002,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2003,25.4,32.4,19.4,642.62,2.1,50,1,27,30,0,0
Gwalior,2004,25.6,32.8,19.7,597.67,2.7,47,0,32,24,1,0
Gwalior,2005,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2006,26.4,33.6,20.1,527.80,2.9,54,0,29,5,0,0
Gwalior,2007,-,-,-,-,-,-,-,-,-,-,-
Gwalior,2008,25.3,32.4,19.4,991.91,2.5,69,0,42,11,0,0
Gwalior,2009,26.3,33.5,20.1,479.79,2.7,50,0,33,23,0,0
Gwalior,2010,26.1,33.3,20.2,-,1.9,67,0,24,36,0,0
Gwalior,2011,24.9,32.5,18.9,-,1.8,64,0,31,22,0,0
Gwalior,2012,25.2,32.8,19.0,827.83,2.3,62,0,28,17,0,0
Gwalior,2013,24.8,32.2,18.9,1036.83,1.7,65,0,36,20,0,0
Gwalior,2014,-,-,-,-,-,-,-,-,-,-,-
Hissar,1957,-,-,-,-,-,-,-,-,-,-,-
Hissar,1958,-,-,-,-,-,29,0,17,10,0,0
Hissar,1961,-,-,-,-,-,-,-,-,-,-,-
Hissar,1962,24.0,31.0,17.3,-,6.1,20,0,17,6,0,0
Hissar,1973,-,-,-,-,-,-,-,-,-,-,-
Hissar,1974,-,-,-,-,-,-,-,-,-,-,-
Hissar,1975,-,-,-,-,-,-,-,-,-,-,-
Hissar,1976,-,-,-,-,-,-,-,-,-,-,-
Hissar,1977,-,-,-,-,-,-,-,-,-,-,-
Hissar,1978,-,-,-,-,-,-,-,-,-,-,-
Hissar,1979,-,-,-,-,-,-,-,-,-,-,-
Hissar,1980,-,-,-,-,-,-,-,-,-,-,-
Hissar,1981,-,-,-,-,-,-,-,-,-,-,-
Hissar,1982,-,-,-,-,-,-,-,-,-,-,-
Hissar,1983,-,-,-,-,-,-,-,-,-,-,-
Hissar,1984,-,-,-,-,-,-,-,-,-,-,-
Hissar,1985,-,-,-,-,-,-,-,-,-,-,-
Hissar,1986,-,-,-,-,-,-,-,-,-,-,-
Hissar,1987,-,-,-,-,-,-,-,-,-,-,-
Hissar,1988,-,-,-,-,-,-,-,-,-,-,-
Hissar,1989,-,-,-,-,-,-,-,-,-,-,-
Hissar,1990,-,-,-,-,-,-,-,-,-,-,-
Hissar,1991,25.2,32.9,19.6,327.35,2.6,26,0,22,16,0,0
Hissar,1992,-,-,-,-,-,-,-,-,-,-,-
Hissar,1993,-,-,-,-,-,-,-,-,-,-,-
Hissar,1994,25.1,33.0,19.7,1191.25,2.6,43,0,21,10,0,0
Hissar,1995,25.4,32.7,19.9,584.44,2.6,40,0,21,6,0,0
Hissar,1996,25.1,33.5,19.2,521.42,2.2,46,0,31,9,0,1
Hissar,1997,24.2,31.7,19.0,-,2.7,64,0,32,19,0,1
Hissar,1998,-,-,-,-,-,-,-,-,-,-,-
Hissar,1999,-,-,-,-,-,-,-,-,-,-,-
Hissar,2000,26.0,33.6,19.6,-,2.6,32,0,16,15,0,1
Hissar,2001,25.4,33.2,19.0,-,2.3,44,1,32,23,0,0
Hissar,2002,-,-,-,-,-,-,-,-,-,-,-
Hissar,2003,25.2,32.5,19.3,-,1.6,42,0,29,40,0,1
Hissar,2004,26.1,33.8,19.9,-,2.1,33,0,36,33,0,0
Hissar,2005,-,-,-,-,-,-,-,-,-,-,-
Hissar,2006,26.5,34.0,20.3,-,3.4,34,0,25,13,0,0
Hissar,2007,-,-,-,-,-,-,-,-,-,-,-
Hissar,2008,25.6,33.8,19.5,-,3.3,50,0,41,13,0,0
Hissar,2009,26.5,34.7,20.0,-,3.1,26,0,27,28,0,1
Hissar,2010,25.9,33.8,19.3,-,2.6,42,0,22,39,0,0
Hissar,2011,24.1,32.3,17.3,-,2.5,34,0,37,35,0,0
Hissar,2012,24.1,32.6,16.8,-,2.4,27,0,34,24,0,0
Hissar,2013,24.1,32.4,17.2,-,2.5,42,0,37,33,0,0
Hissar,2014,-,-,-,-,-,-,-,-,-,-,-
HONAVAR,2005,-,-,-,-,-,-,-,-,-,-,-
HONAVAR,2006,-,-,-,-,-,-,-,-,-,-,-
HONAVAR,2007,27.2,31.6,23.0,-,3.9,132,0,25,0,0,1
HONAVAR,2008,27.1,32.0,22.8,-,2.9,110,0,24,0,0,1
HONAVAR,2009,27.4,31.8,23.5,-,2.4,131,0,29,0,0,3
HONAVAR,2010,27.3,31.9,23.5,-,2.7,144,0,25,0,0,2
HONAVAR,2011,27.1,32.5,22.7,-,2.7,120,0,22,0,0,2
HONAVAR,2012,27.1,32.4,22.9,3466.80,3.2,112,0,11,0,1,0
HONAVAR,2013,26.9,32.3,22.7,3964.96,3.1,126,0,11,0,0,1
HONAVAR,2014,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1957,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1958,25.9,31.7,20.2,940.79,12.0,80,0,27,1,0,0
Hyderabad_Airport,1961,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1962,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1973,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1974,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1975,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1976,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1977,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1978,26.2,31.5,21.3,-,-,116,1,36,2,0,3
Hyderabad_Airport,1979,27.1,32.5,21.7,-,12.5,66,2,24,3,0,3
Hyderabad_Airport,1980,27.0,32.6,21.6,442.99,13.9,72,1,30,2,0,0
Hyderabad_Airport,1981,26.3,31.9,20.9,570.30,12.9,83,0,42,0,0,2
Hyderabad_Airport,1982,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1983,26.6,32.3,21.1,-,-,91,0,30,2,0,1
Hyderabad_Airport,1984,26.7,32.4,21.1,692.66,12.6,70,0,25,0,0,0
Hyderabad_Airport,1985,26.9,32.7,21.0,564.12,12.5,80,0,33,0,0,0
Hyderabad_Airport,1986,27.1,32.8,21.5,548.07,12.5,83,0,26,1,1,0
Hyderabad_Airport,1987,26.8,32.4,21.2,906.00,11.8,89,0,35,2,1,1
Hyderabad_Airport,1988,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1989,26.5,32.2,20.9,971.04,10.6,76,0,24,1,0,1
Hyderabad_Airport,1990,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,1991,26.8,32.3,21.4,753.84,9.5,87,0,35,3,0,0
Hyderabad_Airport,1992,26.7,32.5,20.8,728.98,9.4,82,0,36,0,0,0
Hyderabad_Airport,1993,26.5,32.5,20.6,1048.49,9.6,90,0,51,0,0,1
Hyderabad_Airport,1994,26.1,32.1,20.5,700.01,9.4,112,0,30,2,0,1
Hyderabad_Airport,1995,26.5,32.1,20.9,1025.90,8.6,101,0,38,1,0,2
Hyderabad_Airport,1996,26.7,32.6,20.8,1386.61,8.9,108,1,55,3,1,3
Hyderabad_Airport,1997,26.7,32.6,21.0,1179.56,9.4,118,0,48,2,1,3
Hyderabad_Airport,1998,27.2,33.1,21.7,860.31,8.9,115,0,58,0,0,1
Hyderabad_Airport,1999,26.5,32.6,20.3,557.27,8.8,113,0,35,2,0,0
Hyderabad_Airport,2000,26.4,32.5,20.3,965.15,8.0,105,0,47,4,0,0
Hyderabad_Airport,2001,26.7,32.8,20.9,-,9.6,117,0,52,1,0,0
Hyderabad_Airport,2002,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,2003,27.1,33.0,21.2,734.59,8.8,115,0,50,2,0,0
Hyderabad_Airport,2004,26.5,32.5,20.2,689.88,8.4,112,0,46,0,0,0
Hyderabad_Airport,2005,-,-,-,-,-,-,-,-,-,-,-
Hyderabad_Airport,2006,27.3,32.8,20.7,941.79,8.2,121,0,42,6,0,0
Hyderabad_Airport,2007,27.3,33.2,20.8,-,7.9,104,1,45,3,0,2
Hyderabad_Airport,2008,27.1,33.0,21.0,1106.43,9.3,90,0,42,1,0,1
Hyderabad_Airport,2009,27.6,34.1,20.4,-,9.1,89,0,51,4,0,1
Hyderabad_Airport,2010,27.0,33.5,21.4,1050.32,7.7,135,0,60,2,0,2
Hyderabad_Airport,2011,26.7,34.1,20.1,591.58,8.8,93,0,22,0,0,1
Hyderabad_Airport,2012,27.9,34.1,21.1,733.55,8.6,91,0,42,5,0,0
Hyderabad_Airport,2013,27.7,33.5,21.1,-,9.0,107,0,34,8,0,0
Hyderabad_Airport,2014,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1944,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1945,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1957,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1958,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1961,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1962,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1973,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1974,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1975,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1976,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1977,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1978,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1979,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1980,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1981,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1982,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1983,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1984,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1985,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1986,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1987,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1988,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1989,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1990,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1991,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1992,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1993,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1994,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1995,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1996,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1997,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1998,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,1999,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2000,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2001,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2002,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2003,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2004,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2005,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2006,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2007,-,-,-,-,-,-,-,-,-,-,-
Imphal_Tulihal,2008,-,-,-,-,-,106,0,15,81,0,1
Imphal_Tulihal,2009,21.9,29.0,15.6,967.99,1.5,95,0,18,36,0,0
Imphal_Tulihal,2010,21.4,28.2,16.0,2060.49,2.0,144,0,37,59,0,1
Imphal_Tulihal,2011,21.0,28.0,15.2,-,1.8,136,0,22,65,0,6
Imphal_Tulihal,2012,21.1,28.1,15.5,1120.56,1.9,143,0,30,60,0,5
Imphal_Tulihal,2013,21.4,29.0,15.3,1779.82,2.9,128,0,43,43,0,0
Imphal_Tulihal,2014,-,-,-,-,-,-,-,-,-,-,-
Indore,1957,-,-,-,-,-,-,-,-,-,-,-
Indore,1958,24.3,31.0,18.7,-,12.9,67,0,12,2,0,1
Indore,1961,-,-,-,-,-,-,-,-,-,-,-
Indore,1962,-,-,-,-,-,-,-,-,-,-,-
Indore,1973,-,-,-,-,-,-,-,-,-,-,-
Indore,1974,-,-,-,-,-,-,-,-,-,-,-
Indore,1975,-,-,-,-,-,-,-,-,-,-,-
Indore,1976,-,-,-,-,-,-,-,-,-,-,-
Indore,1977,-,-,-,-,-,-,-,-,-,-,-
Indore,1978,24.7,31.3,18.4,-,19.0,87,1,23,7,0,3
Indore,1979,25.0,32.1,18.6,-,15.8,71,1,28,4,0,1
Indore,1980,25.0,32.1,18.5,867.17,15.4,80,2,20,2,0,0
Indore,1981,24.6,31.7,18.1,-,13.2,88,0,15,2,0,0
Indore,1982,24.7,31.5,18.3,769.37,13.1,65,0,26,10,0,0
Indore,1983,24.1,31.2,17.4,1042.67,12.2,71,0,32,1,0,0
Indore,1984,24.6,31.4,17.7,772.92,10.8,55,0,13,2,0,0
Indore,1985,-,-,-,-,-,-,-,-,-,-,-
Indore,1986,-,-,-,-,-,-,-,-,-,-,-
Indore,1987,25.4,32.8,18.5,847.61,17.9,60,1,27,6,0,0
Indore,1988,-,-,-,-,-,-,-,-,-,-,-
Indore,1989,-,-,-,-,-,-,-,-,-,-,-
Indore,1990,-,-,-,-,-,-,-,-,-,-,-
Indore,1991,-,-,-,-,-,-,-,-,-,-,-
Indore,1992,-,-,-,-,-,-,-,-,-,-,-
Indore,1993,-,-,-,-,-,-,-,-,-,-,-
Indore,1994,-,-,-,-,-,-,-,-,-,-,-
Indore,1995,-,-,-,-,-,-,-,-,-,-,-
Indore,1996,25.4,32.8,18.4,1144.21,12.6,65,0,24,8,0,0
Indore,1997,24.6,31.5,18.4,936.76,15.6,76,0,29,12,0,0
Indore,1998,-,-,-,-,-,-,-,-,-,-,-
Indore,1999,-,-,-,-,-,-,-,-,-,-,-
Indore,2000,-,-,-,-,-,-,-,-,-,-,-
Indore,2001,25.2,31.7,18.5,512.57,12.7,58,0,19,3,0,0
Indore,2002,-,-,-,-,-,-,-,-,-,-,-
Indore,2003,25.3,32.2,18.7,1246.32,14.5,66,0,27,6,0,1
Indore,2004,25.0,32.5,18.5,876.05,13.8,61,0,40,1,0,0
Indore,2005,-,-,-,-,-,-,-,-,-,-,-
Indore,2006,25.2,32.6,18.2,1045.74,13.7,76,0,31,2,1,0
Indore,2007,24.9,32.3,17.7,-,13.2,59,0,39,2,0,1
Indore,2008,24.9,31.8,17.8,555.49,14.6,64,0,24,1,0,0
Indore,2009,26.0,32.5,19.3,1110.00,14.5,51,0,26,7,0,0
Indore,2010,25.8,32.3,19.3,949.93,13.0,71,0,33,7,0,0
Indore,2011,25.2,31.7,18.3,973.80,11.7,70,0,28,2,0,2
Indore,2012,25.0,31.4,18.4,937.51,13.3,67,0,19,3,0,0
Indore,2013,24.5,30.3,18.2,1590.06,12.6,84,0,30,4,0,0
Indore,2014,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1957,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1958,25.0,31.9,19.5,1329.42,4.4,69,0,22,3,0,0
Jabalpur,1961,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1962,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1973,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1974,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1975,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1976,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1977,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1978,24.5,30.8,18.9,-,3.9,89,3,51,4,0,2
Jabalpur,1979,25.6,32.4,19.2,-,4.1,60,0,31,5,0,1
Jabalpur,1980,25.6,32.2,19.6,-,3.8,74,3,35,6,0,1
Jabalpur,1981,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1982,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1983,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1984,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1985,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1986,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1987,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1988,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1989,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1990,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1991,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1992,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1993,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1994,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1995,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1996,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1997,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1998,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,1999,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,2000,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,2001,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,2002,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,2003,25.4,31.7,20.0,1746.51,3.1,84,0,32,6,0,0
Jabalpur,2004,25.4,31.8,20.0,1073.95,3.3,66,1,31,3,0,1
Jabalpur,2005,-,-,-,-,-,-,-,-,-,-,-
Jabalpur,2006,25.9,32.0,20.5,912.89,4.2,73,0,22,1,0,0
Jabalpur,2007,25.2,31.8,19.8,-,3.4,77,0,24,0,0,0
Jabalpur,2008,25.2,31.7,19.5,-,3.3,73,0,28,2,0,0
Jabalpur,2009,26.2,32.6,20.5,1386.60,3.4,66,0,18,4,0,1
Jabalpur,2010,26.2,32.5,20.6,1470.40,3.0,62,0,24,5,0,0
Jabalpur,2011,25.1,31.6,19.6,-,2.9,86,0,33,0,0,0
Jabalpur,2012,25.2,31.5,19.6,1375.40,3.0,75,0,17,2,0,1
Jabalpur,2013,24.9,31.0,19.6,2160.54,2.9,107,0,47,1,0,0
Jabalpur,2014,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1957,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1958,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1961,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1962,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1973,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1974,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1975,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1976,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1977,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1978,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1979,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1980,24.9,31.5,-,-,-,104,1,52,7,0,0
JAGDALPUR,1981,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1982,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1983,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1984,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1985,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1986,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1987,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1988,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1989,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1990,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1991,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1992,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1993,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1994,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1995,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1996,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1997,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1998,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,1999,25.1,31.7,18.9,-,2.0,97,0,38,7,0,1
JAGDALPUR,2000,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,2001,24.9,31.3,19.3,-,1.7,96,0,34,2,1,5
JAGDALPUR,2002,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,2003,25.2,31.8,19.3,1468.91,1.7,103,0,39,11,0,3
JAGDALPUR,2004,24.4,31.2,18.0,1659.15,1.5,99,0,39,13,1,1
JAGDALPUR,2005,-,-,-,-,-,-,-,-,-,-,-
JAGDALPUR,2006,25.1,31.4,19.3,-,1.6,110,0,36,4,0,1
JAGDALPUR,2007,25.0,31.7,19.3,-,2.1,86,0,39,2,0,1
JAGDALPUR,2008,24.9,31.5,19.1,1308.16,1.9,92,0,36,4,0,3
JAGDALPUR,2009,25.6,32.5,19.6,-,2.1,106,0,55,2,0,0
JAGDALPUR,2010,25.4,31.6,20.1,1976.63,2.8,121,0,52,18,0,1
JAGDALPUR,2011,24.6,31.6,18.6,-,2.3,101,0,37,7,0,2
JAGDALPUR,2012,25.2,31.6,18.9,1824.74,2.6,124,0,54,5,0,0
JAGDALPUR,2013,24.8,31.1,18.8,1530.86,2.9,126,0,35,17,0,5
JAGDALPUR,2014,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1957,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1958,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1959,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1961,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1962,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1973,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1974,-,-,-,-,-,49,1,26,3,0,1
Jaipur_Sanganer,1975,24.7,30.8,18.0,-,-,74,1,46,2,0,2
Jaipur_Sanganer,1976,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1977,25.1,31.6,18.7,-,5.4,82,2,52,2,0,2
Jaipur_Sanganer,1978,24.9,31.4,18.3,632.47,5.9,67,0,32,2,0,2
Jaipur_Sanganer,1979,25.3,31.7,18.8,395.72,5.9,54,1,44,3,0,1
Jaipur_Sanganer,1980,25.8,32.4,19.0,429.81,5.0,42,0,36,6,0,2
Jaipur_Sanganer,1981,25.5,32.1,18.9,908.08,5.2,56,0,34,0,0,1
Jaipur_Sanganer,1982,24.6,30.8,18.6,696.27,3.9,58,1,55,5,0,1
Jaipur_Sanganer,1983,24.2,30.6,17.8,866.36,4.1,54,0,42,0,0,0
Jaipur_Sanganer,1984,25.1,31.8,18.0,338.27,6.2,43,0,22,0,1,0
Jaipur_Sanganer,1985,25.4,31.9,18.6,560.84,5.5,54,0,25,6,0,0
Jaipur_Sanganer,1986,25.3,31.7,18.5,454.40,5.3,42,0,34,0,0,0
Jaipur_Sanganer,1987,26.4,33.2,19.5,335.01,5.7,25,0,25,4,0,0
Jaipur_Sanganer,1988,26.2,32.9,19.6,537.19,5.9,44,0,26,0,0,0
Jaipur_Sanganer,1989,25.4,32.6,19.1,473.96,7.1,37,0,22,1,0,0
Jaipur_Sanganer,1990,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1991,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1992,25.2,32.1,20.2,627.35,6.3,49,0,28,3,0,0
Jaipur_Sanganer,1993,25.6,32.8,20.1,723.61,5.9,42,0,22,2,0,0
Jaipur_Sanganer,1994,25.4,32.4,19.9,782.05,6.7,57,0,29,4,0,1
Jaipur_Sanganer,1995,25.6,32.5,20.3,702.79,5.1,45,0,29,7,0,0
Jaipur_Sanganer,1996,25.2,32.2,19.6,960.12,5.4,50,0,22,1,0,0
Jaipur_Sanganer,1997,24.2,30.8,19.0,851.96,8.4,54,0,39,13,0,0
Jaipur_Sanganer,1998,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,1999,26.2,33.5,20.8,-,5.0,29,0,10,9,0,0
Jaipur_Sanganer,2000,26.0,33.2,19.5,-,5.2,33,0,19,1,0,0
Jaipur_Sanganer,2001,25.8,32.9,18.9,-,4.5,48,0,26,5,0,0
Jaipur_Sanganer,2002,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,2003,25.8,32.6,19.9,522.46,4.9,52,1,24,17,0,0
Jaipur_Sanganer,2004,26.3,33.4,20.0,862.09,4.9,45,0,31,17,0,0
Jaipur_Sanganer,2005,-,-,-,-,-,-,-,-,-,-,-
Jaipur_Sanganer,2006,26.0,33.8,19.1,366.52,9.0,46,0,29,7,0,1
Jaipur_Sanganer,2007,25.6,33.5,18.0,-,9.1,49,0,41,12,1,0
Jaipur_Sanganer,2008,25.4,33.4,18.3,516.88,9.6,53,0,41,3,0,3
Jaipur_Sanganer,2009,26.4,34.1,20.2,-,9.0,53,0,32,5,0,0
Jaipur_Sanganer,2010,26.1,33.2,20.3,-,8.4,64,0,49,16,0,3
Jaipur_Sanganer,2011,25.4,32.5,19.4,748.29,7.6,61,0,44,11,0,2
Jaipur_Sanganer,2012,25.3,33.1,19.0,770.89,7.7,51,0,41,12,1,1
Jaipur_Sanganer,2013,25.4,32.8,19.6,725.62,7.5,73,0,66,6,0,3
Jaipur_Sanganer,2014,-,-,-,-,-,-,-,-,-,-,-
JAISALMER,1974,-,-,-,-,-,-,-,-,-,-,-
